XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
386582.027,3946791.1810000003,316474,322740,161370,218.74382999999997
386528.9364,3946798.98,316832,317140,158570,7.391265
386519.6071,3946810.015,317287,317479,158740,5.468062000000001
386519.6071,3946810.015,317287,320416,160209,142.16591499999998
386387.9703,3946810.952,317328,320012,160006,72.703085
386387.9703,3946810.952,317328,320012,160007,85.594408
386523.0205,3946814.287,317479,320640,160321,145.54407
386907.63,3946826.6610000003,317989,318028,159015,9.175085000000001
386907.63,3946826.6610000003,317989,319155,159578,29.337837
386240.7778,3946827.3439999996,318004,318042,159022,7.698582000000001
386240.7778,3946827.3439999996,318004,320600,160300,68.353998
386898.5576,3946828.03,318028,318790,159395,133.95668600000002
386898.5576,3946828.03,318028,319134,159567,27.513021999999996
386233.1499,3946828.3839999996,318042,318054,159059,126.557957
386233.1499,3946828.3839999996,318042,321260,160631,156.270971
386093.4939,3946738.994,318053,318054,159027,91.251467
386107.81299999997,3946828.4910000004,318054,321260,160630,83.817362
386765.9961,3946847.311,318790,319010,159505,122.72835400000001
386765.9961,3946847.311,318790,319010,159506,30.050538
386951.9849,3946850.2810000004,318932,319155,159579,39.438914000000004
386951.9849,3946850.2810000004,318932,319392,159696,10.732923
386736.2556,3946851.617,319010,320736,160368,43.743279
386903.2571,3946855.1380000003,319134,321238,160619,57.524128000000005
386912.8948,3946855.515,319155,319621,159811,10.955098
386953.3696,3946860.9239999996,319392,319621,159812,38.319825
386953.3696,3946860.9239999996,319392,320314,160157,22.897123999999998
386915.4115,3946866.1769999997,319621,320833,160417,33.267741
386396.2593,3946875.133,320012,320416,160208,10.550464
386869.7427,3946867.39,320231,320232,160116,135.871266
386869.7427,3946867.39,320231,320232,160117,100.062655
386869.7427,3946867.39,320231,320556,160407,123.071996
386770.6373,3946881.1980000003,320232,320556,160278,7.968886
386928.6,3946883.0710000005,320293,320294,160147,13.983260999999999
386928.6,3946883.0710000005,320293,321128,508789,50.097242
386956.338,3946883.628,320314,319615,160158,95.616209
386956.338,3946883.628,320314,320833,160418,33.316796999999994
386399.0239,3946885.315,320416,320640,160320,6.754771000000001
386399.0239,3946885.315,320416,322269,161136,110.85095600000001
386771.8783,3946889.07,320556,320736,160369,32.249385
386622.0953,3946891.088,320597,322561,161281,153.311028
386216.2614,3946891.1010000003,320600,321242,160621,39.589746000000005
386216.2614,3946891.1010000003,320600,321729,160866,32.187677
386400.0507,3946891.9910000004,320640,322136,161068,74.089647
386740.1951,3946895.086,320736,322561,161282,47.885552000000004
386927.7819,3946897.059,320833,321238,160620,15.362160999999999
386927.7819,3946897.059,320833,321333,160668,16.711160999999997
386892.5144,3946905.994,321127,321128,160564,10.877382
386919.7911,3946910.151,321238,321333,160667,15.638281
386919.7911,3946910.151,321238,321748,160874,13.969847
386919.7911,3946910.151,321238,322340,161170,142.394348
386181.8235,3946910.345,321242,321536,160769,58.464285
386181.8235,3946910.345,321242,321729,160865,30.718465000000002
386124.4731,3946910.6360000004,321260,321536,160768,7.678559
386934.3149,3946912.441,321333,323733,161867,59.050247999999996
386125.8192,3946918.195,321536,323151,161577,81.53684100000001
386209.9111,3946922.655,321729,322225,161113,16.448745000000002
386209.9111,3946922.655,321729,322296,161149,12.309343
386925.1248,3946923.063,321748,322819,161410,28.391306
386925.1248,3946923.063,321748,327064,163532,155.22395500000002
386895.1222,3946923.8219999997,321783,321784,160892,24.310759
386126.8636,3946925.515,322093,322094,161047,4.105875
386126.8636,3946925.515,322093,322296,161148,89.553656
386126.8636,3946925.515,322093,323253,161627,67.886845
386127.4497,3946929.578,322094,322095,161048,18.104155
386127.4497,3946929.578,322094,323419,161711,66.821556
386127.4497,3946929.578,322094,324060,162030,46.812737
386144.0207,3946922.7430000002,322095,322535,161268,61.149693000000006
386144.0207,3946922.7430000002,322095,325286,162644,90.706797
386336.945,3946930.7589999996,322136,322468,161234,9.900986999999999
386336.945,3946930.7589999996,322136,322773,161388,51.293161
386222.9408,3946932.6939999997,322225,322580,161291,9.46428
386222.9408,3946932.6939999997,322225,322773,161387,67.282557
386103.958,3946902.878,322259,322260,161130,69.236769
386042.1601,3946934.099,322260,322370,161185,35.688796999999994
386042.1601,3946934.099,322260,323151,161576,22.893898
386300.2883,3946934.378,322269,322270,161135,89.190085
386209.3894,3946934.953,322296,322580,161290,15.636660999999998
386209.3894,3946934.953,322296,323530,161765,27.829501
386779.8804,3946936.625,322340,322561,161283,30.572158
386779.8804,3946936.625,322340,323679,161841,34.788574
386341.6015,3946939.497,322468,325238,162619,81.844709
386341.6015,3946939.497,322468,328139,164070,247.78257200000002
386749.7825,3946941.9889999996,322561,322740,161371,50.938831
386749.7825,3946941.9889999996,322561,323526,161764,21.319366
386749.7825,3946941.9889999996,322561,323679,161840,29.90584
386223.27,3946942.153,322580,322957,161495,54.619762
386223.27,3946942.153,322580,323825,161913,27.421007
386699.3923,3946945.66,322740,322848,161424,16.615876
386288.1002,3946946.249,322773,322957,161479,11.880281
386911.5749,3946946.809,322819,324318,162160,96.358623
386911.5749,3946946.809,322819,326736,163369,122.017443
386715.8532,3946947.9239999996,322848,323526,161763,41.076817999999996
386715.8532,3946947.9239999996,322848,326085,163043,160.425668
386276.756,3946949.778,322957,323825,161914,56.688407999999995
386052.7499,3946954.375,323151,324151,162077,53.598833
386066.5776,3946956.727,323253,323419,161710,3.580482
386066.5776,3946956.727,323253,328711,164357,331.648435
386067.9688,3946960.026,323419,324619,162310,40.157026
386067.9688,3946960.026,323419,327856,163928,274.968615
386753.33200000005,3946962.6560000004,323526,330156,165078,186.561462
386211.3192,3946962.662,323530,325777,162890,75.39885799999999
386211.3192,3946962.662,323530,326564,163283,93.536766
386766.1135,3946966.0539999995,323679,326249,163125,77.191195
386956.5124,3946967.16,323733,322782,161868,106.04422199999999
386956.5124,3946967.16,323733,326915,163458,102.422947
386225.1319,3946969.5069999998,323825,326459,163230,82.99438599999999
386126.5461,3946976.3819999998,324060,324619,162311,45.30253
386126.5461,3946976.3819999998,324060,325168,162584,33.750103
386004.9969,3946978.716,324151,322485,162076,43.988376
386004.9969,3946978.716,324151,325980,162991,119.86721200000001
386800.781,3946960.51,324317,324318,162159,59.244955000000004
386800.781,3946960.51,324317,324586,162564,90.929785
386837.3763,3946984.095,324318,324586,162293,10.534132000000001
386838.4331,3946994.5760000004,324586,325152,162576,34.178243
386085.7313,3946996.041,324619,326571,163286,74.27291600000001
386807.9892,3946187.203,1016747,1016748,508374,26.570919
386807.9892,3946187.203,1016747,1016789,508414,282.866167
386807.9892,3946187.203,1016747,1016964,508482,612.228652
386352.6726,3946217.945,1016785,1016786,508393,30.657429999999998
386511.87799999997,3946316.287,1016887,1016905,508454,30.843925
386490.5501,3946338.5689999997,1016905,1016797,508453,658.257881
386490.5501,3946338.5689999997,1016905,1016965,508483,197.423223
386265.0192,3946389.5889999997,1016964,1016965,508485,42.260385
386265.0192,3946389.5889999997,1016964,1016980,508490,141.811813
386265.0192,3946389.5889999997,1016964,1016989,508496,170.56371000000001
386306.2066,3946393.64,1016965,1017001,508502,209.562088
386125.404,3946399.878,1016980,1016985,508494,32.053902
386095.7713,3946412.099,1016985,1016989,508495,2.35621
386095.7713,3946412.099,1016985,1016998,508499,15.391478
386096.4468,3946414.357,1016989,1016998,508500,15.33561
386096.4468,3946414.357,1016989,1017001,508501,8.743944
386081.5424,3946417.9680000003,1016998,1017016,508508,75.578538
386098.9538,3946422.7339999997,1017001,1017019,508510,98.301682
386010.5374,3946443.86,1017016,1017046,508524,111.486558
386005.4303,3946453.0,1017019,1017060,508531,104.421102
